Employee_ID,Performance_Rating,Last_Promotion_Year,Job_Level,Department
E07430,2,2021,6,Marketing
E07431,2,2019,3,HR
E07432,1,2018,3,Finance
E07433,3,2021,4,Sales
E07434,1,2017,6,HR
E07435,2,2020,1,Marketing
E07436,3,2019,4,Marketing
E07437,3,2020,3,Sales
E07438,3,2025,3,Sales
E07439,4,2022,5,Sales
E07440,1,2017,4,Operations
E07441,5,2017,2,R&D
E07442,1,2022,4,HR
E07443,2,2018,1,Sales
E07444,2,2018,4,Finance
E07445,4,2018,6,HR
E07446,2,2020,5,HR
E07447,5,2021,5,Marketing
E07448,1,2018,3,IT
E07449,1,2018,5,Marketing
E07450,1,2025,5,IT
E07451,1,2020,2,R&D
E07452,4,2023,2,HR
E07453,5,2025,5,Finance
E07454,2,2024,2,Operations
E07455,4,2020,3,Marketing
E07456,2,2020,5,R&D
E07457,3,2019,1,Marketing
E07458,1,2021,6,Finance
E07459,1,2020,3,Sales
E07460,1,2023,2,Finance
E07461,5,2021,4,Operations
E07462,4,2025,1,HR
E07463,4,2023,6,Marketing
E07464,4,2025,2,Marketing
E07465,1,2024,1,R&D
E07466,5,2025,1,R&D
E07467,2,2023,1,Finance
E07468,2,2023,6,IT
E07469,2,2019,3,Marketing
E07470,4,2025,1,R&D
E07471,3,2024,5,HR
E07472,2,2021,2,IT
E07473,3,2020,1,Marketing
E07474,2,2021,1,Operations
E07475,4,2022,3,Operations
E07476,1,2019,3,Operations
E07477,1,2022,1,Marketing
E07478,2,2019,2,Finance
E07479,1,2017,6,Sales
E07480,2,2020,5,HR
E07481,2,2017,1,HR
E07482,3,2018,5,R&D
E07483,4,2017,1,R&D
E07484,4,2021,4,Operations
E07485,2,2019,1,Sales
E07486,1,2020,1,IT
E07487,5,2018,2,R&D
E07488,4,2018,3,Marketing
E07489,1,2022,5,Sales
E07490,3,2020,6,R&D
E07491,5,2024,5,R&D
E07492,1,2022,4,Sales
E07493,1,2021,4,R&D
E07494,4,2019,1,Finance
E07495,2,2023,5,IT
E07496,2,2022,6,R&D
E07497,4,2018,3,R&D
E07498,3,2017,2,Sales
E07499,2,2020,5,IT
E07500,2,2017,5,Sales
E07501,4,2018,5,Marketing
E07502,3,2021,6,Sales
E07503,5,2021,4,IT
E07504,5,2021,3,IT
E07505,5,2025,1,Operations
E07506,3,2023,1,Marketing
E07507,4,2025,6,Sales
E07508,2,2017,2,Sales
E07509,1,2019,5,Operations
E07510,3,2022,2,HR
E07511,3,2023,3,Finance
E07512,3,2020,3,Operations
E07513,2,2017,3,IT
E07514,1,2024,3,HR
E07515,2,2019,3,Operations
E07516,5,2023,4,R&D
E07517,5,2021,5,Sales
E07518,2,2025,4,R&D
E07519,5,2019,1,Operations
E07520,3,2023,1,Finance
E07521,3,2023,4,IT
E07522,3,2020,2,Marketing
E07523,3,2017,1,Operations
E07524,1,2021,3,R&D
E07525,3,2024,3,Marketing
E07526,4,2022,6,R&D
E07527,4,2020,3,Marketing
E07528,1,2017,5,HR
E07529,5,2019,4,Sales
E07530,4,2019,2,R&D
E07531,4,2024,4,IT
E07532,1,2018,2,Marketing
E07533,3,2022,4,Operations
E07534,3,2021,6,HR
E07535,3,2023,6,R&D
E07536,3,2024,4,Sales
E07537,2,2019,1,Marketing
E07538,1,2024,4,Operations
E07539,5,2017,3,Marketing
E07540,4,2019,1,Sales
E07541,4,2023,4,HR
E07542,1,2019,6,R&D
E07543,5,2021,6,IT
E07544,4,2023,3,Marketing
E07545,1,2017,4,R&D
E07546,2,2020,4,HR
E07547,1,2022,4,Sales
E07548,1,2025,3,Marketing
E07549,4,2023,2,Operations
E07550,1,2018,5,Operations
E07551,2,2025,5,IT
E07552,1,2023,3,IT
E07553,3,2021,1,R&D
E07554,1,2021,4,Finance
E07555,3,2025,1,Operations
E07556,5,2020,3,Operations
E07557,2,2024,2,IT
E07558,3,2025,6,Finance
E07559,5,2022,4,Sales
E07560,5,2019,3,IT
E07561,1,2022,4,R&D
E07562,4,2020,4,Operations
E07563,2,2023,2,Finance
E07564,1,2020,1,HR
E07565,2,2018,4,IT
E07566,3,2024,2,Sales
E07567,1,2023,1,Finance
E07568,4,2017,4,Operations
E07569,1,2024,3,HR
E07570,1,2025,1,Operations
E07571,5,2020,3,Marketing
E07572,4,2020,1,R&D
E07573,1,2020,6,IT
E07574,4,2019,2,IT
E07575,3,2017,2,HR
E07576,3,2019,2,R&D
E07577,5,2020,1,HR
E07578,4,2025,1,IT
E07579,4,2023,2,Marketing
E07580,2,2024,2,Finance
E07581,3,2020,4,Operations
E07582,4,2017,5,HR
E07583,5,2025,3,R&D
E07584,5,2017,1,HR
E07585,5,2025,4,R&D
E07586,2,2020,4,IT
E07587,1,2021,4,Sales
E07588,3,2021,5,IT
E07589,5,2017,6,Operations
E07590,4,2025,3,Marketing
E07591,3,2021,4,Sales
E07592,5,2018,3,Operations
E07593,1,2025,4,IT
E07594,4,2023,6,IT
E07595,4,2022,6,Sales
E07596,3,2018,6,HR
E07597,3,2023,2,Marketing
E07598,3,2020,3,Finance
E07599,4,2017,4,Operations
E07600,4,2018,1,Sales
E07601,1,2025,5,Marketing
E07602,4,2023,4,Operations
E07603,4,2018,1,Operations
E07604,3,2024,1,Operations
E07605,5,2018,2,Marketing
E07606,4,2018,5,Finance
E07607,1,2023,3,IT
E07608,4,2025,5,R&D
E07609,5,2020,6,IT
E07610,1,2025,1,R&D
E07611,2,2022,6,R&D
E07612,1,2021,5,Sales
E07613,4,2022,2,HR
E07614,1,2021,5,HR
E07615,1,2020,5,Finance
E07616,1,2025,2,Finance
E07617,1,2019,3,R&D
E07618,1,2019,4,HR
E07619,5,2019,5,Marketing
E07620,1,2017,2,IT
E07621,3,2019,2,IT
E07622,3,2021,2,R&D
E07623,3,2021,2,Marketing
E07624,4,2017,4,R&D
E07625,3,2024,1,IT
E07626,4,2025,6,Operations
E07627,1,2025,1,Finance
E07628,4,2025,5,R&D
E07629,5,2018,3,Operations
E07630,3,2017,2,Marketing
E07631,1,2017,5,Marketing
E07632,1,2023,6,HR
E07633,5,2023,5,Operations
E07634,2,2020,2,Marketing
E07635,1,2021,6,Finance
E07636,2,2019,4,IT
E07637,3,2019,2,Operations
E07638,2,2025,4,R&D
E07639,5,2025,2,Operations
E07640,2,2023,1,HR
E07641,5,2019,4,R&D
E07642,1,2020,1,R&D
E07643,5,2025,4,IT
E07644,1,2020,5,Sales
E07645,4,2022,3,IT
E07646,5,2017,1,Finance
E07647,1,2021,2,Sales
E07648,5,2023,1,R&D
E07649,3,2024,6,R&D
E07650,4,2022,3,Finance
E07651,1,2019,3,Finance
E07652,2,2023,1,Operations
E07653,5,2022,5,IT
E07654,5,2022,2,R&D
E07655,3,2017,5,Sales
E07656,4,2025,3,Sales
E07657,1,2022,4,Sales
E07658,3,2021,2,Operations
E07659,3,2021,3,HR
E07660,2,2024,1,Marketing
E07661,4,2018,6,IT
E07662,3,2017,5,Marketing
E07663,2,2018,3,Operations
E07664,2,2020,3,R&D
E07665,4,2017,5,Finance
E07666,2,2025,1,Marketing
E07667,5,2024,1,HR
E07668,3,2024,2,Sales
E07669,3,2018,1,Sales
E07670,4,2019,5,IT
E07671,2,2023,4,R&D
E07672,5,2023,6,R&D
E07673,5,2019,6,Sales
E07674,2,2023,3,Finance
E07675,3,2024,1,Sales
E07676,2,2019,4,Marketing
E07677,2,2020,1,Marketing
E07678,2,2019,5,Finance
E07679,1,2017,2,HR
E07680,1,2017,6,Marketing
E07681,1,2025,5,IT
E07682,2,2019,6,IT
E07683,3,2017,1,Sales
E07684,5,2017,1,Marketing
E07685,1,2018,3,Operations
E07686,5,2025,3,HR
E07687,5,2020,4,HR
E07688,4,2022,3,R&D
E07689,1,2022,3,R&D
E07690,5,2018,6,R&D
E07691,4,2021,6,Finance
E07692,1,2018,3,R&D
E07693,4,2024,4,HR
E07694,1,2021,2,Marketing
E07695,5,2018,4,Finance
E07696,5,2023,5,Sales
E07697,3,2017,1,Operations
E07698,3,2023,3,Operations
E07699,3,2018,2,Marketing
E07700,2,2020,6,Operations
E07701,3,2019,6,Sales
E07702,4,2018,5,Sales
E07703,4,2017,5,Operations
E07704,5,2024,1,Finance
E07705,5,2019,5,Marketing
E07706,1,2017,1,IT
E07707,5,2021,4,IT
E07708,1,2023,4,Marketing
E07709,5,2025,2,IT
E07710,3,2018,6,Finance
E07711,1,2024,1,Finance
E07712,3,2020,5,Finance
E07713,3,2024,5,IT
E07714,4,2021,6,Operations
E07715,3,2017,3,IT
E07716,1,2019,5,HR
E07717,2,2017,1,R&D
E07718,4,2022,4,R&D
E07719,4,2019,5,R&D
E07720,5,2021,4,Sales
E07721,1,2018,6,Finance
E07722,4,2018,4,Operations
E07723,4,2023,6,R&D
E07724,4,2017,5,Operations
E07725,3,2017,4,R&D
E07726,4,2021,5,Operations
E07727,5,2025,6,Finance
E07728,1,2024,5,Sales
E07729,1,2020,6,Marketing
E07730,5,2023,5,Operations
E07731,5,2024,1,Finance
E07732,2,2021,4,HR
E07733,5,2025,6,Marketing
E07734,4,2018,2,HR
E07735,1,2017,3,Sales
E07736,3,2025,4,HR
E07737,2,2024,6,HR
E07738,1,2019,4,Marketing
E07739,3,2018,5,Finance
E07740,1,2018,6,Marketing
E07741,5,2024,2,Marketing
E07742,1,2018,2,R&D
E07743,5,2021,6,IT
E07744,4,2021,4,Operations
E07745,3,2021,3,Finance
E07746,1,2021,4,Operations
E07747,5,2021,1,Finance
E07748,2,2021,5,Finance
E07749,3,2022,2,IT
E07750,5,2017,1,IT
E07751,4,2023,5,Marketing
E07752,5,2018,5,Finance
E07753,5,2021,5,R&D
E07754,1,2018,6,Sales
E07755,1,2023,2,IT
E07756,4,2020,5,Operations
E07757,5,2019,2,R&D
E07758,4,2021,2,IT
E07759,3,2017,1,Operations
E07760,2,2022,3,Marketing
E07761,1,2018,1,IT
E07762,2,2019,4,Finance
E07763,5,2024,2,Finance
E07764,2,2025,1,Sales
E07765,4,2024,6,Finance
E07766,4,2021,2,HR
E07767,2,2019,2,Operations
E07768,4,2018,6,Sales
E07769,1,2024,2,HR
E07770,5,2019,5,Operations
E07771,2,2023,2,Sales
E07772,1,2020,4,Sales
E07773,5,2019,5,Sales
E07774,3,2022,5,Marketing
E07775,2,2024,3,Operations
E07776,3,2025,2,Operations
E07777,2,2024,3,Marketing
E07778,2,2018,5,IT
E07779,4,2017,4,HR
E07780,1,2025,4,IT
E07781,1,2018,2,Sales
E07782,2,2021,3,Sales
E07783,2,2019,2,Finance
E07784,1,2023,5,Marketing
E07785,5,2023,5,R&D
E07786,4,2022,2,Operations
E07787,1,2018,2,IT
E07788,3,2017,3,Operations
E07789,4,2021,3,Finance
E07790,1,2020,6,Marketing
E07791,1,2025,2,Sales
E07792,3,2023,1,HR
E07793,5,2024,2,Sales
E07794,1,2020,1,Marketing
E07795,5,2021,6,Marketing
E07796,1,2017,6,IT
E07797,3,2021,5,Operations
E07798,1,2024,2,Sales
E07799,1,2018,5,Sales
E07800,3,2024,1,IT
E07801,4,2023,2,R&D
E07802,3,2022,1,Sales
E07803,3,2020,6,Operations
E07804,1,2024,4,IT
E07805,3,2025,2,Finance
E07806,2,2023,6,Marketing
E07807,4,2020,4,Marketing
E07808,3,2025,2,Finance
E07809,1,2018,2,Finance
E07810,5,2025,5,Operations
E07811,2,2021,2,R&D
E07812,1,2017,3,Finance
E07813,4,2022,2,R&D
E07814,2,2022,6,Marketing
E07815,5,2025,3,HR
E07816,4,2023,5,Finance
E07817,5,2024,1,Marketing
E07818,4,2023,1,Operations
E07819,3,2024,6,HR
E07820,3,2017,4,HR
E07821,3,2025,4,Finance
E07822,5,2019,3,R&D
E07823,2,2024,4,IT
E07824,2,2022,1,HR
E07825,4,2019,6,R&D
E07826,1,2019,5,Marketing
E07827,4,2024,2,IT
E07828,3,2020,6,R&D
E07829,3,2022,3,Operations
E07830,1,2025,4,Sales
E07831,4,2021,5,HR
E07832,4,2022,6,R&D
E07833,3,2024,2,HR
E07834,5,2024,2,IT
E07835,3,2021,1,Marketing
E07836,4,2020,5,Marketing
E07837,3,2020,1,Sales
E07838,4,2017,2,IT
E07839,4,2020,6,Sales
E07840,5,2024,1,Sales
E07841,4,2017,5,Marketing
E07842,5,2020,2,HR
E07843,1,2022,5,Operations
E07844,2,2019,4,Sales
E07845,3,2017,3,HR
E07846,1,2018,4,Operations
E07847,2,2020,2,Marketing
E07848,2,2020,2,HR
E07849,5,2018,3,Sales
E07850,5,2023,4,Operations
E07851,1,2024,1,HR
E07852,3,2024,4,Operations
E07853,3,2025,6,IT
E07854,4,2022,3,Marketing
E07855,2,2018,1,Sales
E07856,4,2017,4,Marketing
E07857,4,2018,6,Operations
E07858,3,2018,2,Marketing
E07859,1,2021,2,IT
E07860,5,2024,6,Sales
E07861,5,2017,4,IT
E07862,1,2017,2,R&D
E07863,2,2018,5,Sales
E07864,5,2020,5,IT
E07865,2,2018,2,R&D
E07866,1,2025,3,HR
E07867,2,2019,1,HR
E07868,1,2018,1,Finance
E07869,1,2021,5,Marketing
E07870,2,2017,6,R&D
E07871,3,2020,2,IT
E07872,5,2020,6,HR
E07873,5,2018,5,R&D
E07874,1,2018,3,Marketing
E07875,2,2019,4,Marketing
E07876,1,2023,4,IT
E07877,4,2022,2,Marketing
E07878,1,2023,1,Marketing
E07879,3,2020,6,R&D
E07880,1,2023,2,IT
E07881,3,2020,4,Finance
E07882,5,2023,6,R&D
E07883,5,2022,6,IT
E07884,3,2019,1,Operations
E07885,4,2023,5,HR
E07886,1,2024,4,Operations
E07887,4,2018,4,Operations
E07888,5,2023,2,HR
E07889,4,2019,4,Marketing
E07890,2,2018,1,Sales
E07891,5,2018,1,R&D
E07892,4,2018,5,Sales
E07893,1,2024,1,IT
E07894,5,2020,5,IT
E07895,3,2022,5,Operations
E07896,4,2019,4,R&D
E07897,3,2024,1,R&D
E07898,4,2024,1,IT
E07899,3,2021,4,Finance
E07900,2,2018,3,Sales
E07901,3,2019,4,Finance
E07902,2,2022,3,Marketing
E07903,5,2021,6,Operations
E07904,4,2025,1,HR
E07905,2,2025,4,Sales
E07906,2,2020,2,Sales
E07907,5,2024,6,R&D
E07908,2,2021,1,HR
E07909,1,2018,6,R&D
E07910,3,2022,3,Sales
E07911,5,2018,6,IT
E07912,5,2024,5,Operations
E07913,2,2017,4,Finance
E07914,5,2017,6,IT
E07915,5,2024,6,R&D
E07916,3,2025,4,HR
E07917,5,2019,1,IT
E07918,3,2021,3,Marketing
E07919,1,2020,5,Finance
E07920,3,2023,2,Finance
E07921,5,2017,6,HR
E07922,5,2021,5,Marketing
E07923,1,2022,2,HR
E07924,2,2023,1,HR
E07925,2,2019,3,Finance
E07926,5,2024,5,Finance
E07927,4,2018,1,Sales
E07928,4,2024,1,Marketing
E07929,4,2025,4,Marketing
E07930,2,2018,3,R&D
E07931,1,2024,6,IT
E07932,2,2021,2,Sales
E07933,4,2018,3,Finance
E07934,1,2019,1,Sales
E07935,2,2024,6,IT
E07936,3,2025,5,HR
E07937,2,2022,4,Sales
E07938,5,2024,6,Finance
E07939,2,2023,4,Marketing
E07940,4,2024,1,Operations
E07941,2,2024,2,R&D
E07942,3,2019,4,R&D
E07943,2,2022,4,Marketing
E07944,4,2018,6,R&D
E07945,5,2021,4,Sales
E07946,1,2020,3,IT
E07947,5,2024,4,IT
E07948,1,2017,1,HR
E07949,1,2023,5,HR
E07950,2,2019,3,Sales
E07951,3,2020,3,Finance
E07952,4,2019,1,R&D
E07953,5,2021,5,Marketing
E07954,1,2017,6,Marketing
E07955,3,2018,6,HR
E07956,5,2024,5,Marketing
E07957,4,2023,6,HR
E07958,5,2023,6,Operations
E07959,4,2022,6,Sales
E07960,2,2023,5,HR
E07961,3,2020,5,Marketing
E07962,1,2021,1,R&D
E07963,5,2023,5,R&D
E07964,2,2023,2,Marketing
E07965,4,2024,4,Sales
E07966,5,2021,3,HR
E07967,5,2020,3,Operations
E07968,4,2017,6,R&D
E07969,3,2020,1,IT
E07970,2,2017,2,HR
E07971,3,2018,4,HR
E07972,4,2018,6,R&D
E07973,4,2018,3,Sales
E07974,4,2021,3,IT
E07975,5,2022,5,Operations
E07976,3,2023,6,IT
E07977,2,2018,4,Sales
E07978,1,2019,4,Operations
E07979,5,2024,5,HR
E07980,3,2023,3,Sales
E07981,1,2025,3,R&D
E07982,4,2018,1,IT
E07983,1,2019,1,IT
E07984,3,2024,5,Marketing
E07985,2,2021,3,HR
E07986,4,2025,6,HR
E07987,5,2025,6,Sales
E07988,2,2019,5,HR
E07989,2,2017,2,Sales
E07990,2,2021,2,Sales
E07991,4,2017,6,Marketing
E07992,1,2017,5,IT
E07993,3,2018,5,Finance
E07994,5,2018,2,Marketing
E07995,3,2024,1,R&D
E07996,5,2021,6,Operations
E07997,4,2025,4,Marketing
E07998,2,2023,6,Operations
E07999,2,2022,3,R&D
E08000,4,2021,6,Sales
E08001,5,2023,1,Finance
E08002,4,2020,2,HR
E08003,1,2024,6,IT
E08004,2,2018,6,HR
E08005,4,2020,1,Finance
E08006,3,2018,4,Operations
E08007,5,2025,2,IT
E08008,4,2024,3,HR
E08009,3,2019,6,Finance
E08010,2,2018,5,Marketing
E08011,3,2022,1,Sales
E08012,4,2021,4,Finance
E08013,5,2019,5,HR
E08014,4,2019,1,HR
E08015,3,2022,5,R&D
E08016,4,2023,2,IT
E08017,2,2023,6,R&D
E08018,5,2021,1,Marketing
E08019,2,2018,1,HR
E08020,2,2019,4,Finance
E08021,2,2025,3,HR
E08022,2,2020,4,HR
E08023,2,2019,4,Finance
E08024,3,2022,3,IT
E08025,2,2025,2,R&D
E08026,5,2017,5,HR
E08027,5,2022,6,Marketing
E08028,1,2020,5,Finance
E08029,4,2023,2,Sales
E08030,1,2017,5,IT
E08031,2,2023,5,R&D
E08032,3,2025,1,R&D
E08033,5,2021,4,R&D
E08034,4,2023,5,Sales
E08035,4,2019,1,Operations
E08036,4,2022,5,Sales
E08037,2,2017,4,R&D
E08038,2,2019,5,Operations
E08039,1,2024,4,Operations
E08040,5,2023,2,Marketing
E08041,1,2025,3,Marketing
E08042,3,2025,5,Marketing
E08043,5,2024,1,Operations
E08044,4,2024,3,Marketing
E08045,4,2024,4,R&D
E08046,5,2021,2,Sales
E08047,5,2019,1,HR
E08048,2,2021,3,R&D
E08049,3,2018,2,Finance
E08050,5,2021,4,Sales
E08051,5,2025,4,Operations
E08052,3,2021,2,Sales
E08053,2,2018,3,Marketing
E08054,2,2017,3,HR
E08055,1,2019,4,R&D
E08056,1,2022,2,Marketing
E08057,5,2019,2,R&D
E08058,1,2021,4,Operations
E08059,5,2018,5,Operations
E08060,4,2018,4,HR
E08061,3,2018,6,Operations
E08062,2,2017,3,Operations
E08063,4,2021,5,Marketing
E08064,5,2018,4,IT
E08065,2,2020,3,HR
E08066,1,2021,2,Marketing
E08067,1,2023,3,Sales
E08068,4,2017,1,Operations
E08069,3,2022,6,HR
E08070,2,2017,1,IT
E08071,2,2019,1,R&D
E08072,2,2024,1,Sales
E08073,4,2018,3,Marketing
E08074,2,2020,4,HR
E08075,5,2019,1,R&D
E08076,2,2018,1,Finance
E08077,4,2024,1,IT
E08078,3,2022,6,Finance
E08079,4,2024,6,R&D
E08080,3,2023,1,Marketing
E08081,4,2020,4,Sales
E08082,1,2018,1,R&D
E08083,5,2019,4,IT
E08084,3,2022,3,R&D
E08085,5,2019,3,IT
E08086,2,2020,4,Operations
E08087,1,2025,6,Sales
E08088,1,2024,3,Finance
E08089,1,2019,6,Finance
E08090,5,2020,3,HR
E08091,5,2025,2,Marketing
E08092,1,2019,1,Sales
E08093,1,2019,6,IT
E08094,1,2020,4,Marketing
E08095,2,2021,1,Sales
E08096,3,2024,4,HR
E08097,5,2023,3,Marketing
E08098,2,2018,6,Finance
E08099,5,2020,5,IT
E08100,3,2025,2,Finance
E08101,2,2025,3,IT
E08102,2,2021,5,IT
E08103,5,2023,2,HR
E08104,2,2025,2,Operations
E08105,3,2017,5,Sales
E08106,5,2022,3,Sales
E08107,3,2025,4,Finance
E08108,2,2024,3,IT
E08109,2,2017,3,R&D
E08110,5,2017,2,HR
E08111,2,2017,2,Marketing
E08112,1,2018,4,Marketing
E08113,1,2024,5,R&D
E08114,2,2024,1,Marketing
E08115,4,2024,1,HR
E08116,2,2023,1,IT
E08117,4,2025,3,Sales
E08118,3,2022,1,Finance
E08119,3,2020,6,IT
E08120,3,2020,2,Operations
E08121,5,2019,2,Operations
E08122,1,2017,5,Finance
E08123,5,2020,1,Marketing
E08124,4,2018,6,Operations
E08125,3,2025,2,HR
E08126,2,2019,3,Sales
E08127,2,2020,1,Finance
E08128,2,2020,3,IT
E08129,3,2025,4,R&D
E08130,3,2025,2,Sales
E08131,3,2022,1,Operations
E08132,1,2017,3,HR
E08133,4,2017,4,Marketing
E08134,5,2018,1,Operations
E08135,2,2024,6,Operations
E08136,1,2018,5,Operations
E08137,5,2018,4,Finance
E08138,4,2020,1,Operations
E08139,2,2023,6,Operations
E08140,2,2019,4,HR
E08141,1,2025,2,IT
E08142,1,2022,4,Sales
E08143,5,2021,1,Sales
E08144,1,2017,6,Sales
E08145,5,2019,3,R&D
E08146,5,2020,1,R&D
E08147,4,2019,1,Marketing
E08148,5,2023,6,Sales
E08149,5,2017,5,R&D
E08150,2,2023,2,IT
E08151,2,2025,4,Marketing
E08152,3,2022,4,Operations
E08153,2,2018,6,HR
E08154,4,2018,6,Sales
E08155,4,2025,1,HR
E08156,5,2018,2,IT
E08157,1,2023,3,R&D
E08158,4,2022,6,IT
E08159,2,2019,3,Finance
E08160,3,2025,3,Sales
E08161,1,2025,4,IT
E08162,5,2024,1,R&D
E08163,3,2023,2,IT
E08164,2,2017,2,IT
E08165,4,2018,3,Marketing
E08166,2,2024,2,Sales
E08167,4,2021,2,Marketing
E08168,1,2024,1,Operations
E08169,4,2025,3,HR
E08170,5,2023,4,Marketing
E08171,5,2018,1,IT
E08172,5,2022,6,R&D
E08173,1,2020,5,IT
E08174,1,2025,5,IT
E08175,1,2021,5,R&D
E08176,3,2020,5,IT
E08177,5,2024,4,IT
E08178,3,2021,3,Finance
E08179,3,2024,2,Finance
E08180,1,2020,5,Finance
E08181,1,2019,3,Marketing
E08182,1,2020,2,IT
E08183,5,2024,6,Sales
E08184,1,2023,6,Finance
E08185,4,2024,5,Sales
E08186,4,2024,3,R&D
E08187,4,2019,2,R&D
E08188,1,2024,1,R&D
E08189,5,2018,5,R&D
E08190,3,2022,5,Operations
E08191,1,2021,4,Finance
E08192,5,2023,2,Finance
E08193,1,2020,5,IT
E08194,3,2017,6,Finance
E08195,5,2024,4,R&D
E08196,3,2021,1,R&D
E08197,1,2020,3,Sales
E08198,5,2017,1,R&D
E08199,4,2019,2,Finance
E08200,1,2024,4,R&D
E08201,3,2025,5,Marketing
E08202,4,2020,1,R&D
E08203,5,2017,4,R&D
E08204,4,2020,2,Sales
E08205,3,2022,2,HR
E08206,4,2019,1,Marketing
E08207,1,2024,6,Marketing
E08208,5,2017,6,HR
E08209,2,2019,1,HR
E08210,4,2022,6,HR
E08211,2,2021,4,Marketing
E08212,2,2024,6,Sales
E08213,4,2024,1,IT
E08214,3,2017,6,Sales
E08215,1,2018,3,Operations
E08216,4,2025,3,HR
E08217,3,2023,2,Finance
E08218,1,2019,2,Operations
E08219,1,2021,2,Marketing
E08220,3,2018,1,HR
E08221,2,2023,1,Finance
E08222,4,2023,2,Finance
E08223,4,2020,5,HR
E08224,3,2019,5,IT
E08225,4,2025,6,HR
E08226,4,2021,5,Sales
E08227,3,2024,2,Finance
E08228,3,2020,1,Finance
E08229,4,2025,1,Marketing
E08230,2,2022,2,Finance
E08231,3,2022,1,IT
E08232,3,2025,6,Marketing
E08233,4,2017,2,Sales
E08234,1,2018,4,IT
E08235,2,2024,1,Finance
E08236,5,2025,6,IT
E08237,4,2019,6,Sales
E08238,4,2017,5,Sales
E08239,5,2020,2,Operations
E08240,2,2022,6,Marketing
E08241,2,2018,1,R&D
E08242,5,2022,4,Operations
E08243,4,2022,5,Marketing
E08244,5,2023,1,Operations
E08245,5,2024,4,Finance
E08246,5,2021,5,R&D
E08247,2,2019,4,R&D
E08248,5,2025,3,Operations
E08249,4,2020,3,Operations
E08250,1,2018,1,Marketing
E08251,5,2022,2,R&D
E08252,2,2020,4,IT
E08253,1,2018,4,R&D
E08254,1,2019,1,Marketing
E08255,1,2020,4,Finance
E08256,1,2022,4,Finance
E08257,4,2019,3,Finance
E08258,5,2017,5,Operations
E08259,2,2019,4,Finance
E08260,4,2017,2,IT
E08261,2,2020,4,HR
E08262,3,2024,1,Finance
E08263,2,2022,6,R&D
E08264,1,2017,1,Marketing
E08265,5,2017,4,Finance
E08266,5,2020,2,R&D
E08267,1,2019,6,Finance
E08268,3,2017,6,Operations
E08269,5,2018,1,IT
E08270,1,2023,6,Marketing
E08271,4,2024,1,IT
E08272,4,2024,1,HR
E08273,5,2024,6,Sales
E08274,1,2025,6,Finance
E08275,5,2025,5,Sales
E08276,1,2022,5,R&D
E08277,2,2023,4,Operations
E08278,1,2020,2,Marketing
E08279,1,2022,1,IT
E08280,2,2023,5,IT
E08281,2,2017,1,Finance
E08282,2,2024,6,Finance
E08283,5,2018,4,HR
E08284,1,2025,4,HR
E08285,1,2023,3,R&D
E08286,3,2025,5,Finance
E08287,4,2019,5,Operations
E08288,5,2017,3,R&D
E08289,1,2019,1,Sales
E08290,5,2017,6,IT
E08291,5,2019,5,R&D
E08292,4,2025,4,HR
E08293,1,2024,4,IT
E08294,1,2023,5,R&D
E08295,2,2019,5,Marketing
E08296,1,2024,3,Operations
E08297,4,2018,3,Sales
E08298,1,2022,3,Sales
E08299,5,2020,3,IT
E08300,4,2017,6,Finance
E08301,4,2019,4,IT
E08302,3,2017,5,Marketing
E08303,3,2018,3,IT
E08304,5,2025,2,Finance
E08305,3,2025,4,Sales
E08306,5,2022,5,HR
E08307,2,2021,3,Finance
E08308,4,2021,2,Finance
E08309,5,2019,3,Marketing
E08310,4,2019,3,Sales
E08311,3,2021,4,R&D
E08312,4,2019,6,Marketing
E08313,4,2019,3,Operations
E08314,5,2024,4,HR
E08315,2,2020,3,IT
E08316,3,2024,4,Operations
E08317,1,2021,5,R&D
E08318,5,2024,6,Operations
E08319,3,2017,3,IT
E08320,5,2024,5,HR
E08321,3,2020,3,R&D
E08322,3,2020,4,Marketing
E08323,5,2018,2,HR
E08324,2,2017,3,HR
E08325,2,2020,2,Marketing
E08326,1,2019,5,IT
E08327,2,2022,4,Finance
E08328,5,2018,6,Marketing
E08329,1,2019,3,Finance
E08330,2,2024,4,Finance
E08331,5,2024,3,R&D
E08332,4,2022,3,Finance
E08333,1,2023,1,HR
E08334,4,2022,5,IT
E08335,3,2022,4,HR
E08336,1,2017,5,Operations
E08337,2,2020,5,Finance
E08338,2,2020,4,R&D
E08339,3,2022,2,Sales
E08340,5,2018,5,IT
E08341,1,2023,2,R&D
E08342,2,2020,3,Marketing
E08343,2,2025,5,Marketing
E08344,4,2020,4,Marketing
E08345,1,2024,2,Sales
E08346,4,2020,2,R&D
E08347,3,2021,6,Finance
E08348,2,2025,3,Finance
E08349,5,2021,1,Marketing
E08350,5,2017,6,R&D
E08351,2,2018,2,Finance
E08352,2,2017,1,Operations
E08353,5,2024,3,R&D
E08354,2,2024,5,Sales
E08355,3,2023,4,IT
E08356,2,2023,3,R&D
E08357,1,2025,5,HR
E08358,5,2023,4,Finance
E08359,5,2021,2,Operations
E08360,2,2017,4,IT
E08361,3,2017,6,R&D
E08362,4,2023,6,R&D
E08363,1,2024,3,Sales
E08364,4,2022,1,HR
E08365,1,2025,3,Sales
E08366,3,2020,5,R&D
E08367,4,2017,6,IT
E08368,3,2019,1,R&D
